Date,Close,High,Low,Open,Volume
2022-01-03,52.62705612182617,52.635932732138336,51.81058401572194,52.20107023358463,20187300
2022-01-04,53.505653381347656,53.72752123907217,52.88442270263206,53.008668161288206,26141600
2022-01-05,53.94939041137695,54.31325357149399,53.29266004691858,53.32815971752388,22507300
2022-01-06,53.665401458740234,54.2422558892621,53.63877501225444,53.665401458740234,17902300
2022-01-07,53.5411491394043,53.88726243049814,53.301531464315964,53.49677286275363,12307900
2022-01-10,53.6298942565918,53.97600754339232,53.40802641782894,53.736389871276295,20954300
2022-01-11,53.647647857666016,53.68314752686553,53.10628975139507,53.629898023066254,19369600
2022-01-12,53.72751998901367,53.86063866929025,53.416902964165466,53.71864337906771,15753800
2022-01-13,54.04700469970703,54.1712501427399,53.59439243101939,53.72751448308856,14318000
2022-01-14,54.48187255859375,54.535122065117335,53.5677780352662,54.0825097232543,19729600
2022-01-18,54.04700469970703,54.30436880937465,53.64764192893394,54.18899997537808,21976700
2022-01-19,54.13576126098633,54.29550640111585,53.745275021466995,53.83402081690114,18654700
2022-01-20,53.91389083862305,54.526244923218734,53.88726777833821,54.13575870215648,23002400
2022-01-21,53.647647857666016,54.40199720826451,53.603274963884004,54.20675579853672,26643200
2022-01-24,53.212791442871094,53.55890479345624,51.97920657368395,53.15954531843349,30185100
2022-01-25,53.08854293823242,53.29266096959449,52.085699231597054,52.680306875508286,19027100
2022-01-26,52.89330291748047,53.55890657861706,52.54718955535909,53.06192467831366,19190200
2022-01-27,52.93767166137695,54.07363399787386,52.804549593941,53.14178968212657,18893800
2022-01-28,53.9937629699707,54.03813586523296,52.30756586652568,52.7069286947558,19101500
2022-01-31,54.14463424682617,54.26000648872823,53.38141160733775,53.51453029990006,22045300
2022-02-01,53.745277404785156,54.26000913491195,53.3902874364365,54.0558910880138,20841700
2022-02-02,54.29549789428711,54.37537045183772,53.74526660084657,53.798512715590604,20225600
2022-02-03,54.6771240234375,54.82799256547771,53.771902614890124,54.082516310523125,19440500
2022-02-04,54.100250244140625,54.73923067066835,53.754136974916236,54.5706123405277,17403700
2022-02-07,54.66823959350586,54.77473860429368,54.01151262082208,54.4729981779313,17846400
2022-02-08,55.023231506347656,55.31609871840637,54.79249041220276,54.87236298045196,18771700
2022-02-09,54.17125701904297,55.30721936860633,54.047011560238836,55.17409729963913,23595600
2022-02-10,54.47300338745117,55.289475568965024,53.42578671259803,53.56778202179328,23561500
2022-02-11,53.505653381347656,55.005478880808816,53.38140792269151,54.81911069282459,22781400
2022-02-14,53.85176467895508,53.949387074363806,52.60930336810076,53.39027914593589,23641300
